title,abstract,cleaned_abstract
Associations of prior wasting malnutrition with later indicators of glucose tolerance across 4 cohorts in Africa and Asia: The Severe Acute Malnutrition - the Role of the Pancreas (SAMPA) study.,"Prenatal or infant wasting malnutrition followed by later overweight is associated with increased risk of chronic diseases, including type 2 diabetes. In a pooled analysis of 6 longitudinal cohorts, we investigated associations between prior malnutrition (PM) early in life or in adulthood and subsequent glycemic status. We identified cohorts in Tanzania, Zambia, India, and the Philippines in whom low birth weight or wasting malnutrition in childhood or as adults following human immunodeficiency virus or tuberculosis infection had been measured. Anthropometry, body composition, and glycemic status, determined by hemoglobin A1c (HbA1c), and glucose at 120 min in an oral glucose tolerance test (glucose120), were assessed 3-38 y after PM and in non-PM (NPM) controls. HbA1c and glucose120 were compared between PM and NPM participants by linear regression, controlling for age, sex, and socioeconomic status and, in pooled analyses, for cohort also. In the full cohort of 2251 participants, there was no overall association between PM and diabetes risk. Child participants aged ∼12 y who were hospitalized with PM when <2 y had higher glucose120 compared to NPM (difference 0.50 mmol/L; 95% CI: 0.10, 0.91 mmol/L). In pooled analyses across adult cohorts controlling for cohort, age, sex, and socioeconomic status, PM participants, compared to NPM, may have higher glucose120 (difference 0.33 mmol/L; 95% CI: -0.27, 0.92 mmol/L) if still underweight, and higher HbA1c (difference 0.41%; 95% CI: -0.07%, 0.89%) and glucose120 (difference 0.70 mmol/L; 95% CI: -0.25, 1.66 mmol/L) if currently obese. Childhood PM is associated with greater adult dysglycemia, whereas adulthood PM may have heterogeneous outcomes dependent on subsequent presence/absence of weight gain. Clinicians and public health managers should be aware of the long-term risk and intervene to promote some weight gain but prevent excess weight gain in people who were previously malnourished.",prenatal infant wasting malnutrition follow later overweight associate increase risk chronic disease include type diabetes pool analysis longitudinal cohort investigate association prior malnutrition pm early life adulthood subsequent glycemic status identify cohort tanzania zambia india philippine low birth weight waste malnutrition childhood adult follow human immunodeficiency virus tuberculosis infection measure anthropometry body composition glycemic status determine hemoglobin glucose min oral glucose tolerance test assess y pm non pm npm control compare pm npm participant linear regression control age sex socioeconomic status pooled analysis cohort cohort participant overall association pm diabete risk child participant age y hospitalize pm y high compare npm difference mmol l ci mmol l pool analysis adult cohort control cohort age sex socioeconomic status pm participant compare npm high difference mmol l ci mmol l underweight high difference ci difference mmol l ci mmol l currently obese childhood pm associate great adult dysglycemia adulthood pm heterogeneous outcome dependent subsequent presence absence weight gain clinician public health manager aware long term risk intervene promote weight gain prevent excess weight gain people previously malnourish
Evaluating Cardiovascular Disease Risk in Young Healthcare Professionals: Insights from Q-Risk 3 Calculations.,"There is a global rise in cardiovascular diseases (CVD), particularly among the current generation of young adults, including the health professionals. Factors such as poor lifestyle choices, inadequate nutrition, sedentary work, and prolonged working hours contribute to occupational stress. This study aimed to investigate the prevalence of CVD risk factors in young healthcare workers aged 25-40 and assess their 10-year CVD risk using the QRISK 3 prediction algorithm. A cross-sectional study was conducted on 248 health workers aged 25-40 years in a tertiary care hospital in Pondicherry. Data collected include questionnaire responses for the QRISK 3 algorithm, weight, height, and two SBP readings on two different days, and blood samples for HDL-c, Fasting glucose, and Total cholesterol level. Nearly 26.6% of the participants had high body mass index (BMI), 5.24% had diabetes mellitus, 16.12% had hypertension, 25.4% were found with hyperlipidemia, 6.3% had a history of light smoking, and 47.5% had a family history of CVD. Most of the risk factors except hypertension and low HDL-c showed female preponderance. Despite the high prevalence, the mean QRISK score of a 10-year risk of getting CVD among young healthcare workers is less, which is only 1.3%. Though the prevalence of major risk factors is high among healthcare workers other risk factors that the QRISK 3 algorithm takes into consideration were very low among the participants. The higher prevalence of metabolic risk factors emphasizes the need for the change in lifestyle behaviors of participants.",global rise cardiovascular disease cvd particularly current generation young adult include health professional factor poor lifestyle choice inadequate nutrition sedentary work prolong working hour contribute occupational stress study aim investigate prevalence cvd risk factor young healthcare worker age assess year cvd risk qrisk prediction algorithm cross sectional study conduct health worker age year tertiary care hospital pondicherry datum collect include questionnaire response qrisk algorithm weight height sbp reading different day blood sample hdl c fast glucose total cholesterol level nearly participant high body mass index bmi diabete mellitus hypertension find hyperlipidemia history light smoking family history cvd risk factor hypertension low hdl c show female preponderance despite high prevalence mean qrisk score year risk get cvd young healthcare worker prevalence major risk factor high healthcare worker risk factor qrisk algorithm take consideration low participant high prevalence metabolic risk factor emphasize need change lifestyle behavior participant
Association of feeding and parenting styles with adiposity in young children: a systematic review and meta-analysis.,"This systematic review and meta-analysis synthesises global evidence on the different feeding and parenting styles, i.e., authoritative, authoritarian, indulgent, and uninvolved, and their association with adiposity in children from 6 months to 5 years of age. We searched PubMed, Ovid EMBASE, PsycINFO and Web of Science from Jan 1, 1900 to September 1, 2023, and updated the search on June 13, 2025. The primary outcome of interest was childhood adiposity. Statistical synthesis was performed using vote counting based on direction of effect, a method used for synthesizing results, by categorizing the effect of each study as beneficial or harmful based on the direction of effect. The inverse variance heterogeneity (IVhet) model, an estimator under the fixed effect model assumption with a quasi-likelihood-based variance structure, was used to conduct a meta-analysis. Of the 10,683 records screened, eight were eligible for the systematic review. These studies were conducted in high-income countries and the sample size ranged from 67 to 1238 participants. Of the eight records, three studies were eligible for meta-analysis and five studies were only eligible for vote counting based on direction of effect, as no effect estimates/95% confidence intervals (CIs) were reported. Three of the five studies synthesized using the vote counting method, found demandingness, authoritative, permissive, neglectful and uninvolved styles to be negatively associated with adiposity in children. Meta-analysis revealed the estimated effects of authoritarian (β = 0·02, 95% CI - 0·07 to 0·11, I<sup>2</sup> = 22·2%, participants = 933), indulgent/permissive (β = 0·03, 95% CI - 0·02 to 0·26, I<sup>2</sup> = 58·9%, participants = 872) and uninvolved/neglectful (β = 0·05, 95% CI - 0·005 to 0·10, I<sup>2</sup> = 0·0%, participants = 835) styles on adiposity to be negligible. These findings suggest no consistent link between childhood adiposity and various feeding and parenting styles, including authoritarian, uninvolved, neglectful, and authoritative. Most studies had a high risk of bias, and the evidence quality was low. • To the best of our knowledge, no systematic reviews have been conducted so far focusing on the association between feeding and parenting styles and adiposity in children aged 5 years and younger. • This systematic review and meta-analysis of longitudinal studies conducted in high income countries found no association between feeding and parenting styles and adiposity in 6 months - 5-year-old children. • Methodologically robust future studies are needed to understand the causal relationship of feeding and parenting styles on adiposity in children of this age group.",systematic review meta analysis synthesise global evidence different feeding parenting style authoritative authoritarian indulgent uninvolved association adiposity child month year age search pubmed ovid embase psycinfo web science jan september update search june primary outcome interest childhood adiposity statistical synthesis perform vote counting base direction effect method synthesize result categorize effect study beneficial harmful base direction effect inverse variance heterogeneity ivhet model estimator fix effect model assumption quasi likelihood base variance structure conduct meta analysis record screen eligible systematic review study conduct high income country sample size range participant record study eligible meta analysis study eligible vote counting base direction effect effect confidence interval cis report study synthesize vote counting method find demandingness authoritative permissive neglectful uninvolved style negatively associate adiposity child meta analysis reveal estimate effect authoritarian β ci participant indulgent permissive β ci participant uninvolved neglectful β ci participant style adiposity negligible finding suggest consistent link childhood adiposity feeding parenting style include authoritarian uninvolved neglectful authoritative study high risk bias evidence quality low good knowledge systematic review conduct far focus association feeding parenting style adiposity child age year young systematic review meta analysis longitudinal study conduct high income country find association feeding parenting style adiposity month year old child methodologically robust future study need understand causal relationship feeding parenting style adiposity child age group
Hyperglycaemia in pregnancy: the role of ethnicity and geography in risk and outcomes.,"The global prevalence of hyperglycaemia in pregnancy (HIP) is rising alongside increases in the prevalence of obesity and diabetes. The IDF estimates that 19.7% of live births in 2024 were affected, with 79% of cases due to gestational diabetes mellitus (GDM) and 20% due to overt diabetes in pregnancy and pre-existing diabetes in pregnancy combined. HIP is linked to complications for both mother and child, including long-term health risks. Significant ethnic and geographical variations exist in the prevalence and outcomes of HIP, with women from South Asia being at the highest risk of GDM. Variations in prevalence of HIP exist both between regions (e.g. 13.8% in Africa compared with 31.8% in South-East Asia) and within individual countries. Social determinants of health, such as healthcare access and delivery, economic stability, discrimination, migration, lifestyle and other sociocultural factors, along with environmental, biological and genetic factors, contribute to these ethnic differences. Geography impacts risk through factors such as seasonality, pollution and rurality. Further variation occurs due to substantial diversity in national approaches to screening and diagnostic criteria. Ethnic disparities in GDM outcomes include variations in complications such as preeclampsia and preterm delivery. To address these disparities, a standardised and cost-effective approach to GDM screening and diagnosis that reflects the ethnic diversity in glucose profiles is recommended. Locally tailored, national prevention strategies for those with prior GDM should be introduced as a matter of urgency. Furthermore, each country should implement tailored HIP management policies and guidelines that include strategies to address the ethnic, geographical and social disparities in outcomes.",global prevalence hyperglycaemia pregnancy hip rise alongside increase prevalence obesity diabetes idf estimate live birth affect case gestational diabete mellitus gdm overt diabete pregnancy pre existing diabetes pregnancy combine hip link complication mother child include long term health risk significant ethnic geographical variation exist prevalence outcome hip woman south asia high risk gdm variation prevalence hip exist region africa compare south east asia individual country social determinant health healthcare access delivery economic stability discrimination migration lifestyle sociocultural factor environmental biological genetic factor contribute ethnic difference geography impact risk factor seasonality pollution rurality variation occur substantial diversity national approach screening diagnostic criterion ethnic disparity gdm outcome include variation complication preeclampsia preterm delivery address disparity standardised cost effective approach gdm screening diagnosis reflect ethnic diversity glucose profile recommend locally tailor national prevention strategy prior gdm introduce matter urgency furthermore country implement tailored hip management policy guideline include strategy address ethnic geographical social disparity outcome
"Long COVID Syndrome, Mortality and Morbidity in Patients Hospitalized with COVID-19 From 16 Countries: The World Heart Federation Global COVID-19 Study.","Long-term adverse consequences of the COVID-19 infection affect many organ systems, which requires comprehensive understanding of the disease burden and determinants of persistent long COVID-19 symptoms in diverse population. However, data on long COVID complications are sparse, particularly from low- and middle-income countries (LMICs). The World Heart Federation (WHF) global study assessed the incidence of vascular complications, persistent long COVID symptoms and factors associated with mortality and major adverse cardiovascular events (MACE) among patients with COVID-19 up to one year after hospitalization. We recruited a total of 2535 patients hospitalized with COVID-19 and followed up to one-year post-hospital discharge. We collected data on long COVID symptoms, quality of life, and clinical outcomes, including new onset diseases, MACE, and mortality at 1-, 3-, 6-, and 9-12 months post-discharge. Descriptive and generalized estimating equation (GEE) regression analysis was performed to assess the factors associated with mortality and MACE. The majority of participants were recruited from LMICs (64%) and male (56%) with a mean (SD) age of 59.5 (20.0) years. Among those tested for COVID-19 strain (52%), Omicron strain was the most prevalent (98%). The follow-up rate at one year was 90%. Over half of the participants (56%) reported experiencing at least one major long COVID symptom (fatigue, breathlessness, anxiety, chest pain, and palpitations) at 1-month, and one-quarter participants reported persistent long COVID symptoms at 9-12 months. On the EQ-5D scale, 49% reported difficulties in usual activities, 33% reported anxiety/depression, and 23% reported problems in mobility within the first 6 months. The most frequent new-onset illnesses were pulmonary embolism (8%), kidney disease (4%), and hypertension (3%). The cumulative all-cause mortality rate was 15% (n = 382) at one-year post-discharge. Long COVID symptoms were more common among females, individuals with pre-existing comorbidities, and those with more severe acute illness. Age, obesity, ICU admission, and underlying cardiovascular or pulmonary disease were associated with increased risk of mortality and MACE. The study showed a substantial burden of mortality and morbidity, and a quarter of patients reported at least one persistent long COVID symptom after one year. Our findings underscore the need for early identification and management of long COVID symptoms in LMICs.",long term adverse consequence infection affect organ system require comprehensive understanding disease burden determinant persistent long symptom diverse population datum long covid complication sparse particularly middle income country lmic world heart federation whf global study assess incidence vascular complication persistent long covid symptom factor associate mortality major adverse cardiovascular event mace patient year hospitalization recruit total patient hospitalize follow year post hospital discharge collect datum long covid symptom quality life clinical outcome include new onset disease mace mortality month post discharge descriptive generalized estimating equation gee regression analysis perform assess factor associate mortality mace majority participant recruit lmic male mean sd age year test strain omicron strain prevalent follow rate year half participant report experience major long covid symptom fatigue breathlessness anxiety chest pain palpitation month quarter participant report persistent long covid symptom month scale report difficulty usual activity report anxiety depression report problem mobility month frequent new onset illness pulmonary embolism kidney disease hypertension cumulative cause mortality rate n year post discharge long covid symptom common female individual pre existing comorbiditie severe acute illness age obesity icu admission underlie cardiovascular pulmonary disease associate increase risk mortality mace study show substantial burden mortality morbidity quarter patient report persistent long covid symptom year finding underscore need early identification management long covid symptom lmic
Prospects of Late-Stage Development Agents in the Treatment of Metabolic Dysfunction-Associated Steatohepatitis (MASH).,"Metabolic dysfunction-associated steatotic liver disease (MASLD) is a spectrum of pathology involving fatty liver disease that may progress to fibrosis, cirrhosis, hepatocellular carcinoma, and liver failure. The prevalence of MASLD and metabolic dysfunction-associated steatohepatitis (MASH) continues to increase, mirroring the rise in global prevalence of related comorbidities such as obesity and type 2 diabetes mellitus. Due to the alarming rise of these comorbidities, a greater proportion of the population is at risk for developing MASLD and MASH. As such, there has been a significant effort to develop effective therapies for MASLD and MASH. Recently, the U.S. Food and Drug Administration approved resmetirom, a selective thyroid hormone receptor-beta agonist, as the first treatment for patients with MASH. In India, the Drug Controller General of India approved saroglitazar, a dual peroxisome proliferator-activated receptor (PPAR) α/γ agonist, for the treatment of MASLD. Currently, we have various drug classes, including liver-specific therapies, in Phase 3 development with even more agents earlier in the pipeline. This review will discuss prospective therapies in later stages of development such as thyroid hormone receptor-beta agonists, PPAR agonists, glucagon-like peptide-1 receptor agonists, fibroblast growth factor 21 agonists, and fatty acid synthase inhibitors.",metabolic dysfunction associate steatotic liver disease masld spectrum pathology involve fatty liver disease progress fibrosis cirrhosis hepatocellular carcinoma liver failure prevalence masld metabolic dysfunction associate steatohepatitis mash continue increase mirror rise global prevalence related comorbiditie obesity type diabete mellitus alarming rise comorbiditie great proportion population risk develop masld mash significant effort develop effective therapy masld mash recently food drug administration approve resmetirom selective thyroid hormone receptor beta agonist treatment patient mash india drug controller general india approve saroglitazar dual peroxisome proliferator activate receptor ppar α γ agonist treatment masld currently drug class include liver specific therapy phase development agent early pipeline review discuss prospective therapy later stage development thyroid hormone receptor beta agonist ppar agonist glucagon like receptor agonist fibroblast growth factor agonist fatty acid synthase inhibitor
Impact of 3D high-definition laparoscopy on total laparoscopic hysterectomy: a body mass index-stratified retrospective analysis.,"Three-dimensional (3D) high-definition (HD) laparoscopy is a promising tool in minimally invasive gynecologic surgery, offering enhanced depth perception and visualization. However, its role in total laparoscopic hysterectomy (TLH), particularly in patients with varying body mass index (BMI), remains underexplored. To evaluate the impact of 3D HD laparoscopy on surgical efficiency and patient outcomes in TLH, with a focus on BMI-related differences. A single-center retrospective study. Sixty patients who underwent TLH were included: n=30 used 3D HD laparoscopy (Aesculap 3D EinsteinVision) and n=30 matched controls used 2D laparoscopy. Matching criteria included uterine weight and prior surgical history. Patients were stratified according to BMI (≤24.9, 25-29.9, ≥30.0 kg/m<sup>2</sup>). Operative time, vault suturing time, blood loss, trocar site incisions, haemoglobin drop, and complication rates. 60 patients (30 in each group). The 3D HD laparoscopy group demonstrated significant improvements across multiple outcomes. Trocar site incisions were significantly reduced in all BMI categories (<i>P</i> <.001). Vault suturing time was shorter in the 3D HD laparoscopy group (<i>P</i> =.002), and total operative time was reduced in overweight patients (<i>P</i> =.015). Obese patients in the 3D group had lower haemoglobin drop (<i>P</i> =.01) and reduced blood loss compared to 2D laparoscopy group (<i>P</i> =.017). 3D HD laparoscopy enhances surgical efficiency in TLH, especially in patients with higher BMI, by minimizing trocar site incisions, reducing vault suturing times, and improving hemostasis-highlighting its value in overcoming challenges of minimally invasive gynecologic surgery. The study's retrospective design and modest sample size limit generalizability.",dimensional high definition hd laparoscopy promising tool minimally invasive gynecologic surgery offer enhance depth perception visualization role total laparoscopic hysterectomy tlh particularly patient vary body mass index bmi remain underexplored evaluate impact hd laparoscopy surgical efficiency patient outcome tlh focus bmi relate difference single center retrospective study patient undergo tlh include hd laparoscopy aesculap einsteinvision match control laparoscopy matching criterion include uterine weight prior surgical history patient stratify accord bmi kg m operative time vault suture time blood loss trocar site incision haemoglobin drop complication rate patient group hd laparoscopy group demonstrate significant improvement multiple outcome trocar site incision significantly reduce bmi category vault suture time short hd laparoscopy group total operative time reduce overweight patient obese patient group low haemoglobin drop reduce blood loss compare laparoscopy group hd laparoscopy enhance surgical efficiency tlh especially patient high bmi minimize trocar site incision reduce vault suture time improve hemostasis highlight value overcome challenge minimally invasive gynecologic surgery study retrospective design modest sample size limit generalizability
Renal Barocrinology: The Interface between Obesity and Kidney Health.,"Obesity is been acknowledged to be a major risk factor for chronic kidney disease (CKD), contributing to both its onset and progression. Over past few decades, the obesity epidemic has lead to an increased incidence of obesityrelated nephropathy, characterised by glomerular hyperfiltration, hypertrophy, and progressive glomerulosclerosis. This review highlights the need for multidisciplinary action to prevent and manage obesityrelated nephropathy. We reiterate the current necessity of routine kidney function screening in people with obesity. We also propose an integrated concept of Renal Barocrinology. This will focus on early screening and preventive strategies, mitigating long-term burden of CKD and its complications, and improving patient outcomes through a collaborative approach.",obesity acknowledge major risk factor chronic kidney disease ckd contribute onset progression past decade obesity epidemic lead increase incidence obesityrelated nephropathy characterise glomerular hyperfiltration hypertrophy progressive glomerulosclerosis review highlight need multidisciplinary action prevent manage obesityrelated nephropathy reiterate current necessity routine kidney function screening people obesity propose integrated concept renal barocrinology focus early screening preventive strategy mitigate long term burden ckd complication improve patient outcome collaborative approach
"Non-autoimmune diabetes in young people from Assam, India: the PHENOEINDY-2 study.","In the Western world, non-autoimmune diabetes in the young is believed to be driven by overweight/obesity and insulin resistance. However, it is increasingly being reported in undernourished people in low- and middle-income countries, including India. We hypothesised that these patients would show markers of chronic undernutrition and a 'thin-fat' phenotype and be predominantly beta cell-deficient. We studied young patients (clinically diagnosed with type 2 diabetes at <40 years) who attended the outpatient department of Assam Medical College and Hospital, Dibrugarh (in North-East India). We measured weight, height, waist and hip circumference, haemoglobin, fasting glucose, HbA<sub>1c</sub>, lipid, GADA and C-peptide levels, and body fat percentage (adiposity, assessed using dual-energy x-ray absorptiometry), and calculated BMI (kg/m<sup>2</sup>), body roundness index and HOMA indices. Volunteers from similar socioeconomic background with normal glucose tolerance (measured by 75 g OGTT) were assessed as control participants. We also compared the anthropometric characteristics and body composition of our participants with those of non-Hispanic white Americans from the NHANES study. The study included 252 control participants (136 male participants, median age 30 years, BMI 23.0 kg/m<sup>2</sup>) and 240 GADA-negative young patients with diabetes (155 male participants, age 36 years, BMI 23.0 kg/m<sup>2</sup>). The majority of study participants came from a relatively impoverished population of tea garden workers ('tribal' workers). Of the patients with diabetes, 28% had stunted growth (male <161.2 cm, female <149.8 cm), 27% were anaemic, 68% were lean (BMI <25 kg/m<sup>2</sup>, including 14% who were underweight [BMI <18.5 kg/m<sup>2</sup>]) and 32% were overweight/obese (BMI ≥25 kg/m<sup>2</sup>). When assessed using dual-energy x-ray absorptiometry, 61% of control participants and 53% of patients had adiposity (body fat percentage >25% in male participants or >35% in female participants). Compared with a contemporary non-Hispanic white American population, Assamese control participants and diabetic patients had higher WHR, body roundness index, and total and truncal adiposity (assessed using dual-energy x-ray absorptiometry) across the range of BMI, thus conforming to the description of the 'thin-fat' phenotype. The diabetic patients were severely beta cell-deficient (median HOMA-B 25.7) and only moderately insulin-resistant (median HOMA-S 103) with higher triacylglycerol and lower HDL-cholesterol concentrations than control participants. Underweight patients (<18.5 kg/m<sup>2</sup>) were the most hyperglycaemic (based on fasting plasma glucose and HbA<sub>1c</sub>), and were severely beta cell-deficient but insulin-sensitive. As previously reported, two-thirds of these patients belonged to the severely insulin-deficient diabetes (SIDD) cluster according to the Swedish diabetes subgroup classification. Diabetes in the young people of this impoverished population is heterogeneous, but the majority of patients are not overweight/obese or insulin-resistant. Overall, these participants conform to the thin-fat phenotype, and their diabetes is predominantly driven by beta cell deficiency. The sociodemographic history and physical characteristics of this population suggest a role for multigenerational undernutrition in the aetiology of non-autoimmune diabetes in these young patients from Assam.",western world non autoimmune diabetes young believe drive overweight obesity insulin resistance increasingly report undernourished people middle income country include india hypothesise patient marker chronic undernutrition thin fat phenotype predominantly beta cell deficient study young patient clinically diagnose type diabete year attend outpatient department assam medical college hospital dibrugarh north east india measure weight height waist hip circumference haemoglobin fast glucose hba lipid gada c peptide level body fat percentage adiposity assess dual energy x ray absorptiometry calculate bmi kg m body roundness index homa index volunteer similar socioeconomic background normal glucose tolerance measure g ogtt assess control participant compare anthropometric characteristic body composition participant non hispanic white americans nhanes study study include control participant male participant median age year bmi kg m gada negative young patient diabetes male participant age year bmi kg m majority study participant come relatively impoverished population tea garden worker tribal worker patient diabetes stunt growth male cm female cm anaemic lean bmi kg m include underweight bmi kg m overweight obese bmi kg m assess dual energy x ray absorptiometry control participant patient adiposity body fat percentage male participant female participant compare contemporary non hispanic white american population assamese control participant diabetic patient high whr body roundness index total truncal adiposity assess dual energy x ray absorptiometry range bmi conform description thin fat phenotype diabetic patient severely beta cell deficient median homa b moderately insulin resistant median homa s high triacylglycerol low hdl cholesterol concentration control participant underweight patient kg m hyperglycaemic base fast plasma glucose hba severely beta cell deficient insulin sensitive previously report third patient belong severely insulin deficient diabetes sidd cluster accord swedish diabetes subgroup classification diabete young people impoverished population heterogeneous majority patient overweight obese insulin resistant overall participant conform thin fat phenotype diabetes predominantly drive beta cell deficiency sociodemographic history physical characteristic population suggest role multigenerational undernutrition aetiology non autoimmune diabetes young patient assam
"Prevalence and associated factors of pregnancy induced hypertension among pregnant women in public hospitals of Hadiya Zone, Central Ethiopia: A cross-sectional study.","Pregnancy-induced hypertension is one of the global public health burdens contributing to several adverse perinatal outcomes. However, data on the prevalence and associated factors of PIH is limited in Hadiya Zone, central Ethiopia. We conducted a cross-sectional study among women attending antenatal care in the four public hospitals in the Hadiya zone from August 1, 2023, to January 30, 2024. The total sample size (433) was proportionally allocated to each hospital. Data were collected by face-to-face interview using a structured questionnaire. Blood pressure was measured by a digital Sphygmomanometer, and Pregnancy-induced hypertension status was considered if systolic blood pressure was ≥ 140 mmHg and/or diastolic blood pressure ≥90 mmHg on two measurements among pregnant women with gestational age > 20 weeks. Factors associated with Pregnancy-induced hypertension were identified by multivariable binary logistic regression analysis, as expressed by adjusted odds ratio (aOR) and its 95% confidence interval. The mean age of the participants was 29.4 years (SD = ±4.6), and the majority of women were multiparous (59.6%). The prevalence of Pregnancy-induced hypertension was 13.4% (95% CI: 10.2% - 16.9%), of which 81% were preeclampsia. In the multivariable analysis, PIH was associated with, the poorest wealth index (aOR = 0.26, 95%CI: 0.08-0.90), having a family history of hypertension (aOR = 12.52,95%CI: 4.52-34.62), overweight maternal BMI (aOR = 4.24, 95%CI: 2.06-8.72), and gestational age (aOR = 0.21 at 95% CI: 0.06-0.82). More than 13 out of 100 pregnant women were found to have pregnancy-induced hypertension in the Hadiya zone, Southern Ethiopia. The high prevalence of Pregnancy-induced hypertension and its association with wealth index, gestational age, overweight/obesity and family history of hypertension/Pregnancy-induced hypertension underscores the need for targeted, tailored, and contextualized interventions to address Pregnancy-induced hypertension in the Hadiya zone. Creating awareness on Pregnancy-induced hypertension among pregnant women and the general population and enhancing early screening and detection services in the community and healthcare facilities need to be strengthened in the Hadiya zone.",pregnancy induce hypertension global public health burden contribute adverse perinatal outcome datum prevalence associate factor pih limited hadiya zone central ethiopia conduct cross sectional study woman attend antenatal care public hospital hadiya zone august january total sample size proportionally allocate hospital datum collect face face interview structured questionnaire blood pressure measure digital sphygmomanometer pregnancy induce hypertension status consider systolic blood pressure mmhg diastolic blood pressure mmhg measurement pregnant woman gestational age week factor associate pregnancy induce hypertension identify multivariable binary logistic regression analysis express adjust odd ratio aor confidence interval mean age participant year sd majority woman multiparous prevalence pregnancy induce hypertension ci preeclampsia multivariable analysis pih associate poor wealth index aor have family history hypertension aor overweight maternal bmi aor gestational age aor ci pregnant woman find pregnancy induce hypertension hadiya zone southern ethiopia high prevalence pregnancy induce hypertension association wealth index gestational age overweight obesity family history hypertension pregnancy induce hypertension underscore need target tailor contextualize intervention address pregnancy induce hypertension hadiya zone create awareness pregnancy induce hypertension pregnant woman general population enhance early screening detection service community healthcare facility need strengthen hadiya zone
"Prevalence and Risk Factors of Diabetes Mellitus: A Community-Based WHO STEPwise Approach to Surveillance (STEPS) Survey in Rural Haryana, India.","Non-communicable diseases (NCDs), including type 2 diabetes mellitus, are emerging as major health concerns across India. Diabetes, once considered a predominantly urban condition, is increasingly being reported from rural populations as well, reflecting broader lifestyle and epidemiological transitions. National reports highlight a growing prevalence of high blood glucose levels, particularly among adults, with a rising trend in both awareness and disease burden. India is now among the countries with the highest number of individuals living with diabetes, necessitating urgent public health attention. This study examines the prevalence of type 2 diabetes and its associated risk factors among adults in a rural area of Haryana, contributing to the evidence base required for targeted NCD prevention and control strategies in similar settings. The study was conducted among 910 adults aged ≥18 years from villages under the Primary Health Center (PHC) Garhi Harsaru, Haryana, India. Cluster random sampling, using probability proportional to size (PPS), was employed to recruit study participants. All the study participants were subjected to the WHO STEPS questionnaire, and random blood glucose estimation was done. Apart from these, demographic, socioeconomic, and anthropometric details, along with blood pressure and physical activity, were recorded, and their association with the prevalence of diabetes was studied. Statistical analysis was done using SPSS version 26.0 (Chicago, IL: IBM Corp.). Pearson's chi-squared test was used to evaluate differences between groups for categorical variables. Multivariate logistic regression was used to examine the independent associations.  The prevalence of newly detected diabetes was 6.2%. Adults aged 50-59 years (OR: 3.4), overweight, and obesity (OR: 5.80) were found to be the independent risk factors significantly associated with diabetes mellitus in the study population.  The prevalence of diabetes is rising, even in the rural population of Haryana. Targeted preventive strategies focusing on lifestyle modification and education should be prioritized in primary care settings to address this growing rural health challenge.",non communicable disease ncds include type diabetes mellitus emerge major health concern india diabetes consider predominantly urban condition increasingly report rural population reflect broad lifestyle epidemiological transition national report highlight grow prevalence high blood glucose level particularly adult rise trend awareness disease burden india country high number individual live diabetes necessitate urgent public health attention study examine prevalence type diabete associated risk factor adult rural area haryana contribute evidence base require target ncd prevention control strategy similar setting study conduct adult age year village primary health center phc garhi harsaru haryana india cluster random sampling probability proportional size pps employ recruit study participant study participant subject step questionnaire random blood glucose estimation apart demographic socioeconomic anthropometric detail blood pressure physical activity record association prevalence diabetes study statistical analysis spss version chicago il ibm corp pearson chi square test evaluate difference group categorical variable multivariate logistic regression examine independent association prevalence newly detect diabetes adult age year overweight obesity find independent risk factor significantly associate diabete mellitus study population prevalence diabetes rise rural population haryana target preventive strategy focus lifestyle modification education prioritize primary care setting address grow rural health challenge
Correction: Peri‑intubation complications in critically ill obese patients: a secondary analysis of the international INTUBE cohort.,,
